0; (-2.87517703 , 0.00000000)
10; (-2.87517703 , 0.00000000)
20; (-2.87517703 , 0.00000000)
30; (-2.87517703 , 0.00000000)
40; (-2.87517703 , 0.00000001)
50; (-2.87517703 , 0.00000001)
60; (-2.87517703 , 0.00000001)
70; (-2.87517704 , 0.00000001)
80; (-2.87517704 , 0.00000001)
