 0; (-0.73781927 , 0.00000000)
10; (-0.73782904 , -0.00041243)
20; (-0.73785827 , -0.00082266)
30; (-0.73790672 , -0.00122854)
40; (-0.73797400 , -0.00162793)
50; (-0.73805956 , -0.00201875)
60; (-0.73816272 , -0.00239899)
70; (-0.73828264 , -0.00276672)
80; (-0.73841835 , -0.00312011)
