 0  ; (-0.7187328928 ,  0.0000000000)
 10 ; (-0.7187401689 , -0.0000305614)
 20 ; (-0.7187619327 , -0.0000591099)
 30 ; (-0.7187979908 , -0.0000836350)
 40 ; (-0.7188480203 , -0.0001021316)
 50 ; (-0.7189115691 , -0.0001126026)
 60 ; (-0.7189880555 , -0.0001130612)
 70 ; (-0.7190767671 , -0.0001015337)
 80 ; (-0.7191768612 , -0.0000760617)
