0  ; (-2.8616799252 , 0.0000000000)
10 ; (-2.8616799253 , 0.0000000020)
20 ; (-2.8616799254 , 0.0000000040)
30 ; (-2.8616799256 , 0.0000000060)
40 ; (-2.8616799259 , 0.0000000080)
50 ; (-2.8616799262 , 0.0000000100)
60 ; (-2.8616799265 , 0.0000000121)
70 ; (-2.8616799269 , 0.0000000141)
80 ; (-2.8616799273 , 0.0000000161)
