  0; (-2.89724613 , 0.00000000)
 10; (-2.89724685 , 0.00002186)
 20; (-2.89724901 , 0.00004361)
 30; (-2.89725258 , 0.00006511)
 40; (-2.89725754 , 0.00008624)
 50; (-2.89726383 , 0.00010689)
 60; (-2.89727140 , 0.00012693)
 70; (-2.89728018 , 0.00014624)
 80; (-2.89729006 , 0.00016471)
