3.547981600505159538e-01 -1.605097463903717159e-01 -2.026842957340983608e-31 -7.990836914644394576e-32 4.928521117569966663e-31 -1.491563468466485576e+00 -1.848628631749008565e-32 2.781873804447313484e-17 1.957940563112976298e-16 -6.456748705865721730e-32 2.200501187146879765e-32 -1.492034037316255694e-32 2.602055912982193085e-30 -4.507179952517971405e-31
4.780656573058712500e-01 -1.156151170864061273e+00 -1.266794987863227745e-31 -5.764513450598486382e-32 2.898619522387781890e-31 1.953204307785366689e+00 2.845023216013123573e-32 -3.987639540991150510e-17 -3.188928318096286980e-16 1.123038778122692387e-31 -4.194282400557088746e-32 4.406036756418012811e-32 -4.287513099827769602e-30 7.512976618903051391e-31
3.077369590611225836e-01 1.532241477854081380e+00 3.378469924012631649e-31 1.365439872094076431e-31 -7.721437534347654861e-31 -8.494729146005083331e-01 -1.112021370820395929e-32 1.240892526555687543e-17 1.494254021019706987e-16 -6.043843708450966093e-32 2.756591194125918266e-32 -7.146312983118155604e-32 2.453168184689025008e-30 -4.392637999428420201e-31
4.129770176227261286e-30 1.017707751056208369e-29 2.619925482978287951e-02 9.534318232086180095e-03 -6.232386682727728000e-02 -2.928279875769130259e-30 2.179467440626561918e-17 7.901784233743133174e-16 2.451654192510448014e-15 9.970692004056693486e-17 2.609080123999190623e-17 -5.804811758188747027e-03 1.210115466859291056e+00 -2.023240221061390898e-01
4.577101673684312636e-31 8.783292644212132150e-31 -5.560282234123310047e-02 2.892490889939378779e-02 -1.414662017798330208e-02 -1.467753033286109524e-31 5.257202878650516344e-16 -2.434948240244190095e-15 -4.237524122741293445e-16 -8.033692787910178170e-16 -3.433108171084605767e-16 1.003976558657125873e+00 1.034641641761832459e-01 -5.348451129166179596e-01
2.779575785717533768e-31 5.324342418814100005e-31 1.814367141792904911e-02 -5.638895316885648989e-02 -4.782925851830832804e-03 -8.860781392104567297e-32 -1.428330960177198378e-16 -2.762435678622808571e-15 -2.645884028546072433e-16 7.181277032350725382e-16 -1.370515699770611888e-15 6.862961408386908380e-01 6.261583427439942895e-02 1.073317620451019749e+00
-2.236129264510734939e-30 -6.261178060976557166e-30 -4.231879276543423218e-01 -1.540046997690504016e-01 1.006696878113431559e+00 2.179917522429711650e-30 2.409359674410407580e-17 -3.816292808291573449e-17 -1.549355425765293716e-15 1.171206200775986827e-18 5.695125823826171797e-18 3.061843973835083176e-03 -6.382954183864123499e-01 1.067191519128619093e-01
-2.088335216647208191e-31 -4.360981324011598677e-31 8.981340618730124792e-01 -4.672145194301553506e-01 2.285056928271224364e-01 8.640158613226271399e-32 -7.457173409495394493e-16 9.549063319286919829e-16 6.357336137285263860e-17 2.711869735624517981e-16 1.397376567699001667e-16 -5.295640417037287273e-01 -5.457388469898503958e-02 2.821129011821291721e-01
-1.401423460154415255e-31 -2.713688868082962999e-31 -2.930687440265029031e-01 9.108321740127871546e-01 7.725702477077914243e-02 4.628158175191157691e-32 2.326978466985131863e-16 1.408006169183274433e-15 1.212642657252169568e-16 -6.714979468155691328e-16 8.676173153530793260e-16 -3.619982508698467161e-01 -3.302775745815599018e-02 -5.661391316527586426e-01
-6.605621601073538801e-46 -1.212132703642822534e-45 1.046845081822530064e-16 1.695465555168653105e-18 6.230155707813291710e-18 1.813366876780252978e-46 2.369207646362373187e-01 -9.496036301325647476e-16 9.357729571917591754e-31 8.649495139573877278e-01 -3.053144567759931149e-01 9.937726210125148992e-16 -1.124168882876691620e-16 -1.303985763009727491e-15
3.304571237340541836e-46 6.053980732699634723e-46 -3.799358742901660415e-17 2.447330105726172608e-17 -5.295860766065637641e-18 -9.017173939776895584e-47 -2.437200992909762109e-01 4.401667635288051301e-16 -4.831281200424985027e-31 4.935059014192558213e-01 9.026938112921057966e-01 1.410686262783629352e-15 5.433215434149557378e-17 4.830687526813998532e-16
-1.484594125856066753e-16 5.113238916984720552e-17 7.292297450176847236e-17 -1.963986718367451101e-17 -6.038066369908161534e-17 -1.415348770849319982e-16 -1.509249122721895904e-16 4.192124332146784926e-01 9.943005962711499723e-01 7.862963405861712757e-17 -1.191260847640210757e-16 8.591795494992249565e-16 -1.130446897801696525e-15 3.721358800068341196e-16
-6.308474275653093768e-47 -1.311626253932833832e-46 7.344364429653989516e-17 -7.730289647487051042e-17 1.201321567330254682e-17 2.578448758271612541e-47 9.404621547333928966e-01 3.436365506402367286e-16 5.658167225186899297e-33 -9.118258369472391489e-02 3.031946001143691061e-01 1.547112571335115172e-16 -2.020437455381933062e-17 8.251343181557149607e-16
1.580413029028122846e-17 -5.189674043277203343e-18 2.048386681181731333e-16 -1.084951505056446655e-16 -2.149769708969144107e-16 1.677015581966814143e-17 -1.723503984083137808e-16 9.078881736415714832e-01 -1.066129647596185948e-01 1.395609104853569840e-15 -7.581394312885817404e-16 2.834233134966189554e-15 8.538617555662310597e-17 1.016646281287984187e-15
